"Data from Steven Cook (steven.cook2@gmail.com), supported by the Emmons Lab, Albert Einstein College of Medicine",,,,
idx,pre,post,sections,type
800,RIAL,RMDR,2,chemical
801,RIAL,RIAR,2,chemical
802,RIAR,RMDR,2,chemical
803,RIAL,RMDDR,2,chemical
804,RIAL,RMDVL,2,chemical
805,RIAR,RIAL,1,chemical
806,RIAR,RMDR,5,chemical
807,RIAR,RIAL,5,chemical
808,RIAR,RMDR,2,chemical
809,RIAR,RIAL,2,chemical
810,RIAL,RMDR,2,chemical
811,RIAL,RIAR,2,chemical
812,RIAR,RIAL,1,chemical
813,RIAR,RMDR,1,chemical
814,RIAL,RMDVL,2,chemical
815,RIAL,RMDDR,2,chemical
816,RIAL,RMDVL,1,chemical
817,RIAL,RMDDR,4,chemical
818,RIAL,RMDVL,4,chemical
819,RIAL,RMDDR,4,chemical
820,RIAL,RMDVL,4,chemical
821,RIAL,RMDDR,1,chemical
822,RIAL,RMDVL,1,chemical
823,RMED,vBWML2,6,chemical
824,RMED,vBWMR3,6,chemical
825,RMED,vBWMR2,6,chemical
826,RMED,vBWMR3,4,chemical
827,RMED,vBWML2,4,chemical
828,RMED,vBWMR2,4,chemical
829,RMED,vBWML3,2,chemical
830,RID,FLPL,1,chemical
831,SMDVL,SMDDR,2,chemical
832,SMDVL,vBWMR6,2,chemical
833,AIBR,RIMR,1,chemical
834,AIBR,RIML,1,chemical
835,SMDVL,vBWMR3,7,chemical
836,SMDVL,vBWMR6,7,chemical
837,SMDVL,SMDDR,7,chemical
838,SMDVL,vBWMR2,7,chemical
839,RIAR,RIAL,1,chemical
840,RIAR,SMDVL,1,chemical
841,SMDVL,RIAR,1,chemical
842,SMDVL,RIAL,1,chemical
843,SMDVL,vBWMR6,1,chemical
844,SMDVL,CEPVR,1,chemical
845,RIVL,SMDDR,1,chemical
846,RIVL,RIAL,1,chemical
847,SMDVL,vBWMR3,1,chemical
848,SMDVL,vBWMR6,1,chemical
849,SMDVL,RIAR,6,chemical
850,SMDVL,RIAL,6,chemical
851,RIAL,SMDDR,1,chemical
852,RIAL,SMDVL,1,chemical
853,RIAL,SMDDR,1,chemical
854,RIAL,SMDVL,1,chemical
855,RIAL,SMDDR,1,chemical
856,RIAL,SMDVL,1,chemical
857,RIAR,RIAL,2,chemical
858,RIAR,SMDVL,2,chemical
859,SMDVL,RIAL,2,chemical
860,SMDVL,SMDDR,2,chemical
861,SMDVL,RIAR,2,chemical
862,SMDVL,RIAL,2,chemical
863,SMDVL,RIAR,1,chemical
864,SMDVL,RIAR,1,chemical
865,SMDVL,RIAL,1,chemical
866,SMDVL,RIAR,2,chemical
867,SMDVL,RIAL,2,chemical
868,SMDVL,RIAR,2,chemical
869,SMDVL,RIAL,2,chemical
870,SMDVL,RIAR,1,chemical
871,SMDVL,RIAL,1,chemical
872,SMDVL,RIAR,1,chemical
873,RIAR,SMDVL,2,chemical
874,RIAR,SMDVL,1,chemical
875,RIAL,SMDVL,1,chemical
876,PVPL,vBWML7,1,chemical
877,PVPL,VD01,1,chemical
878,RMED,RMED,1,chemical
879,RMED,vBWMR3,2,chemical
880,RMED,vBWMR6,2,chemical
881,RMED,vBWML3,3,chemical
882,RMED,vBWMR2,3,chemical
883,RMED,vBWMR3,4,chemical
884,RMED,vBWMR2,4,chemical
885,RMED,SMDDR,4,chemical
886,RMED,vBWMR3,3,chemical
887,RMED,vBWMR2,3,chemical
888,RMED,vBWMR3,1,chemical
889,RMED,vBWMR3,1,chemical
890,RMED,vBWML2,3,chemical
891,RMED,vBWMR2,3,chemical
892,RMED,vBWMR3,3,chemical
893,RMED,vBWML3,3,chemical
894,RMED,vBWMR2,2,chemical
895,RMED,vBWMR3,2,chemical
896,SAADR,OLLL,1,chemical
897,SAADR,RMFL,1,chemical
898,SAADR,RMFL,2,chemical
899,SAADR,OLLL,2,chemical
900,SAADR,RIML,4,chemical
901,SAADR,syn3,4,chemical
902,AWBR,ASGR,1,chemical
903,AWBR,ADFR,3,chemical
904,AWBR,RIAR,3,chemical
905,PVR,SDQR,2,chemical
906,PVR,ALMR,2,chemical
907,PVR,SDQR,1,chemical
908,PVR,CEPVR,1,chemical
909,PVR,SDQR,1,chemical
910,PVR,CEPVR,1,chemical
911,SDQL,AVBR,1,chemical
912,SDQR,AVBR,1,chemical
913,RIML,SMDDR,1,chemical
914,RIML,AIBL,1,chemical
915,AVKR,SMDDR,1,chemical
916,AVKR,RIML,1,chemical
917,AVKR,SMDDR,2,chemical
918,AVKR,RIML,2,chemical
919,PVT,AVKR,1,chemical
920,PVT,AVKL,1,chemical
921,ADFR,RIGR,1,chemical
922,ADFR,RIAR,1,chemical
923,RIML,AVKR,1,chemical
924,RIAL,SMDDR,1,chemical
925,RIAL,SMDVL,1,chemical
926,RIML,SMDVL,3,chemical
927,RIML,SMDDR,3,chemical
928,RIS,SMDDR,2,chemical
929,RIS,RIML,2,chemical
930,RIS,AVEL,2,chemical
931,RIS,AVKR,2,chemical
932,RIML,SMDDR,1,chemical
933,RIML,SAAVL,1,chemical
934,RIML,SAAVL,1,chemical
935,RIML,RMFR,1,chemical
936,RIML,SAAVL,1,chemical
937,RIML,SMDDR,1,chemical
938,RIML,SAAVL,1,chemical
939,RIML,SMDDR,1,chemical
940,RIML,SAAVL,1,chemical
941,RIML,SMDDR,1,chemical
942,RIML,SAAVL,1,chemical
943,RICR,RIML,1,chemical
944,RIML,RMDR,1,chemical
945,RIML,SMDVL,1,chemical
946,RIML,SMDVL,1,chemical
947,RIML,RMDR,2,chemical
948,RIML,RMDR,1,chemical
949,RIML,RMDR,1,chemical
950,SAAVL,AVAL,2,chemical
951,SAAVL,RIML,2,chemical
952,SAAVL,AVAL,2,chemical
953,CEPDL,URBL,4,chemical
954,CEPDL,RICL,4,chemical
955,CEPDL,OLQDL,4,chemical
956,SAAVL,RIML,1,chemical
957,SAAVL,AVAL,1,chemical
958,ADER,AVDR,4,chemical
959,ADER,FLPR,4,chemical
960,RIVL,vBWMR6,1,chemical
961,RIVL,RMDL,1,chemical
962,RIAL,RMDVL,1,chemical
963,RIAL,RMDL,1,chemical
964,RIVL,SMDDR,2,chemical
965,RIVL,RIAL,2,chemical
966,RIVL,SIAVR,1,chemical
967,RIVL,RMDL,1,chemical
968,RIVL,RMDL,2,chemical
969,RIVL,SIAVR,2,chemical
970,RIAL,RMDVL,1,chemical
971,RIAL,RMDL,1,chemical
972,RIML,RMDL,3,chemical
973,RIML,SMDDR,3,chemical
974,RMDL,RIML,3,chemical
975,RMDL,RIVL,1,chemical
976,ALMR,CEPDR,1,chemical
977,RIAL,RMDL,1,chemical
978,RIS,RMDL,2,chemical
979,RIS,RIML,2,chemical
980,RMDL,vBWMR4,1,chemical
981,RMDL,vBWMR4,1,chemical
982,RMDL,RIAL,1,chemical
983,RMDL,RMDR,1,chemical
984,RMDL,RMDDR,1,chemical
985,RMDL,RIAL,2,chemical
986,RMDL,RMDDR,2,chemical
987,RMDL,RIAR,2,chemical
988,RMDL,RIAL,2,chemical
989,RMDL,RMDR,2,chemical
990,RMDL,RIAR,2,chemical
991,RMDL,RIAR,1,chemical
992,RMDL,RIAL,1,chemical
993,RMDL,RIAR,2,chemical
994,RMDL,RIAL,2,chemical
995,RMDL,RIAR,2,chemical
996,RMDL,RIAL,2,chemical
997,RMDL,RIAR,1,chemical
998,RMDL,RIAL,1,chemical
999,RMDL,RMDDR,2,chemical
1000,RMDL,RIAR,2,chemical
1001,RMDL,RMDDR,2,chemical
1002,RMDL,RIAR,2,chemical
1003,RMDL,RIAL,1,chemical
1004,RMDL,RMDVL,1,chemical
1005,RIAL,RMDVL,1,chemical
1006,RIAL,RMDL,1,chemical
1007,RIAL,RMDR,1,chemical
1008,RIAL,RMDL,1,chemical
1009,RMDL,RIAL,1,chemical
1010,RMDL,RMDR,1,chemical
1011,RIAL,RMDL,1,chemical
1012,RMDL,dBWMR4,3,chemical
1013,RMDL,SIBDR,3,chemical
1014,RMDL,RIAR,1,chemical
1015,RMDL,RIAR,1,chemical
1016,RMDL,RIAL,1,chemical
1017,RMDL,RIAR,1,chemical
1018,RMDL,RMDR,1,chemical
1019,RMDL,RMDVR,2,chemical
1020,RMDL,RIAR,2,chemical
1021,RMDL,RIAL,2,chemical
1022,CEPVR,ADLR,1,chemical
1023,CEPVR,OLQVR,1,chemical
1024,OLQVR,RICR,1,chemical
1025,OLQVR,RMHR,1,chemical
1026,OLQVR,RICR,2,chemical
1027,RMDVL,vBWMR2,2,chemical
1028,RMDVL,OLQVR,2,chemical
1029,OLQVR,SIBVR,10,chemical
1030,OLQVR,RMDVL,10,chemical
1031,OLQVR,RIAR,10,chemical
1032,URAVR,PVT,1,chemical
1033,RICR,AVAL,4,chemical
1034,RICR,SMDDR,4,chemical
1035,RICR,AVAL,2,chemical
1036,RICR,SMBDR,2,chemical
1037,OLQVR,SIBVR,4,chemical
1038,OLQVR,RMDVL,4,chemical
1039,OLQVR,RMDVL,4,chemical
1040,OLQVR,SIBVR,4,chemical
1041,AIMR,AIAR,1,chemical
1042,AIMR,ASKR,1,chemical
1043,ASJR,ASKR,2,chemical
1044,ASJR,PVQR,2,chemical
1045,AIMR,AIAR,2,chemical
1046,AIMR,ASKR,2,chemical
1047,ASKR,AIMR,1,chemical
1048,ASKR,AIAR,1,chemical
1049,ASJR,ASKR,2,chemical
1050,ASJR,PVQR,2,chemical
1051,HSNL,AIMR,2,chemical
1052,HSNL,ASJR,2,chemical
1053,HSNL,ASKR,2,chemical
1054,PVQR,ASKR,1,chemical
1055,PVQR,AIAR,1,chemical
1056,ASKR,AIAR,2,chemical
1057,ASKR,AIAR,1,chemical
1058,obj28512,ASHR,2,chemical
1059,obj28512,HSNL,2,chemical
1060,obj28512,AIAR,2,chemical
1061,ASKR,ASGR,1,chemical
1062,ASKR,AIAR,1,chemical
1063,ASKR,AIAR,1,chemical
1064,PVQR,AWAR,2,chemical
1065,PVQR,AIAR,2,chemical
1066,ASKR,AIAR,1,chemical
1068,ASJR,ASKR,1,chemical
1069,ASKR,AWAR,1,chemical
1070,ASKR,AIAR,5,chemical
1071,RIVR,SMDVR,2,chemical
1072,RIVR,RIAL,2,chemical
1073,RIAR,SMDVL,2,chemical
1074,RIAR,SMDVR,2,chemical
1075,SMDVR,RIAR,1,chemical
1076,SMDVR,RIAL,1,chemical
1077,SMDVR,RIAR,1,chemical
1078,SMDVR,RIAL,1,chemical
1079,SMDVR,RIAR,1,chemical
1080,SMDVR,RIAL,1,chemical
1081,SMDVR,RIAR,1,chemical
1082,SMDVR,RIAL,1,chemical
1083,SMDVR,RIAR,2,chemical
1084,SMDVR,RIAL,2,chemical
1085,RIAR,SMDVR,1,chemical
1086,SMDVR,RIAR,3,chemical
1087,SMDVR,RIAL,3,chemical
1088,RIAL,SMDVR,1,chemical
1089,SMDVR,RIAR,2,chemical
1090,SMDVR,RIAL,2,chemical
1091,SMDVR,RIAR,2,chemical
1092,SMDVR,RIAL,2,chemical
1093,RIAL,SMDVR,1,chemical
1094,RIAL,RIAR,1,chemical
1095,SMDVR,RIAR,1,chemical
1096,SMDVR,RIAL,1,chemical
1097,SMDVR,RIAR,1,chemical
1098,SMDVR,RIAL,1,chemical
1099,RIAL,SMDVR,2,chemical
1100,RIAL,RIAR,2,chemical
1101,SMDVR,RIAL,1,chemical
1102,SMDVR,vBWML4,1,chemical
1103,SMDVR,vBWML8,1,chemical
1104,SMDVR,vBWML5,2,chemical
1105,SMDVR,vBWML4,2,chemical
1106,SMDVR,vBWML4,2,chemical
1107,SMDVR,vBWML5,2,chemical
1108,SMDVR,RMDDL,2,chemical
1109,SMDVR,RIAL,2,chemical
1110,RIAR,SMDVR,3,chemical
1111,RIAR,RMDDL,3,chemical
1112,RIAR,SMDVR,2,chemical
1113,RIAR,RMDDL,2,chemical
1114,RIAL,RMDDL,1,chemical
1115,RIAL,RMDDL,1,chemical
1116,RIAR,RMDDL,1,chemical
1117,RIAR,RMDDL,1,chemical
1118,IL1L,RMDDL,3,chemical
1119,IL1L,vBWML1,3,chemical
1120,IL1L,vBWML2,3,chemical
1121,IL2DL,OLQDL,1,chemical
1122,IL2DL,RIPL,1,chemical
1123,RMDDR,dBWML2,3,chemical
1124,PVQR,ASER,1,chemical
1125,PVQR,AWAR,1,chemical
1126,RMDDR,dBWML2,5,chemical
1127,OLLL,AVER,1,chemical
1128,OLLL,CEPDL,1,chemical
1129,AWCL,ASER,1,chemical
1130,RICL,AVAL,1,chemical
1131,RICL,syn3,1,chemical
1132,RMDDR,RMDVL,3,chemical
1133,RMDDR,dBWMR7,3,chemical
1134,RMEV,dBWMR7,3,chemical
1135,RMEV,dBWMR6,3,chemical
1136,PVT,AVL,2,chemical
1137,PVT,AVKR,2,chemical
1138,PVT,RIGR,2,chemical
1139,PVT,RMEV,2,chemical
1140,RIVL,SAADR,1,chemical
1141,RIVR,RIAL,1,chemical
1142,RIVR,SMDDL,1,chemical
1143,RICR,SMDDL,2,chemical
1144,RICR,syn3,2,chemical
1145,RIAL,SMDDL,4,chemical
1146,RIAL,RIVR,4,chemical
1147,RIML,SAAVR,2,chemical
1148,RIML,SMDDL,2,chemical
1149,SAAVR,syn3,1,chemical
1150,SAAVR,SMDDL,1,chemical
1151,SAAVR,syn3,1,chemical
1152,SAAVR,SMDDL,1,chemical
1153,SAAVR,syn3,2,chemical
1154,SAAVR,SMDDL,2,chemical
1155,RIAL,SMDDL,1,chemical
1156,RIAL,RIAR,1,chemical
1157,RIAR,RIAL,2,chemical
1158,RIAR,SMDDL,2,chemical
1159,RIAL,SMDVR,1,chemical
1160,RIAL,SMDDL,1,chemical
1161,RIAR,SMDDL,1,chemical
1162,RIAL,SMDVR,3,chemical
1163,RIAL,SMDDL,3,chemical
1164,SMDVR,SMDDL,4,chemical
1165,SMDVR,RIAL,4,chemical
1166,RMED,vBWML2,2,chemical
1167,RMED,vBWML3,2,chemical
1168,SMDDL,vBWML2,7,chemical
1169,SMDDL,RMED,7,chemical
1170,SMDDL,SMDVR,7,chemical
1171,SMDDL,vBWML3,7,chemical
1172,SMDVR,vBWML6,9,chemical
1173,SMDVR,vBWML2,9,chemical
1174,SMDVR,SMDDL,9,chemical
1175,SMDVR,vBWML3,9,chemical
1176,SMDVR,RMED,9,chemical
1177,RIAR,SMDVR,2,chemical
1178,RIAR,SMDDL,2,chemical
1179,SAAVR,syn3,4,chemical
1180,SAAVR,SMDDL,4,chemical
1181,RICL,SMDDL,2,chemical
1182,RICL,syn3,2,chemical
1183,RIAR,SMDVR,5,chemical
1184,RIAR,SMDDL,5,chemical
1185,RIAR,SMDVR,4,chemical
1186,RIAR,SMDDL,4,chemical
1187,RICL,SMDDL,2,chemical
1188,RICL,syn3,2,chemical
1189,RIAR,SMDDL,1,chemical
1190,RIAR,SMDVR,1,chemical
1191,RIAR,SMDDL,1,chemical
1192,RICL,SMDDL,2,chemical
1193,RICL,syn3,2,chemical
1194,RIAR,SMDVR,1,chemical
1195,RIAR,SMDDL,1,chemical
1196,OLQDL,RICR,5,chemical
1197,RMEL,dBWMR3,1,chemical
1198,RMEL,dBWMR3,1,chemical
1199,RMEL,dBWMR3,1,chemical
1200,RMEL,dBWMR3,1,chemical
1201,ADAL,AVJR,3,chemical
1202,ADAL,AVEL,3,chemical
1203,HSNL,AVJL,1,chemical
1204,IL1R,dBWMR5,1,chemical
1205,IL1R,RMDVR,1,chemical
1206,RMDDL,dBWMR1,2,chemical
1207,RMDDL,RMDVR,2,chemical
1208,ASEL,AIBL,1,chemical
1209,IL1DR,RMDVR,1,chemical
1210,IL1DR,dBWMR1,1,chemical
1211,ASJL,PVQL,1,chemical
1212,RMDDL,dBWMR3,1,chemical
1213,IL1R,dBWMR5,3,chemical
1214,IL1R,RMDVR,3,chemical
1215,IL1DR,RIPR,1,chemical
1216,IL1DR,URADR,1,chemical
1217,AIZR,AWAR,1,chemical
1218,HSNR,AIZR,1,chemical
1219,HSNL,AWAR,2,chemical
1220,HSNL,AIZR,2,chemical
1221,HSNL,AWBR,2,chemical
1222,RIR,AIZR,2,chemical
1223,RIBR,AIZR,1,chemical
1224,AIZR,DVA,1,chemical
1225,RIR,AIZR,3,chemical
1226,RIR,ADFR,3,chemical
1227,AIZR,AVER,1,chemical
1228,AIZR,DVA,1,chemical
1229,RIGR,AVDL,1,chemical
1230,RIGR,AVER,1,chemical
1231,RIGR,AIZR,1,chemical
1232,RIGR,AVER,1,chemical
1233,RIGR,AIZR,1,chemical
1234,RIGR,AIZR,1,chemical
1235,RIGR,AVER,1,chemical
1236,RIGR,AIZR,1,chemical
1237,RIGR,AVER,1,chemical
1238,DVA,AIZR,1,chemical
1239,ALNL,SAAVL,1,chemical
1240,ALNL,RIAL,1,chemical
1241,AIZR,RIMR,1,chemical
1242,AIZR,RIMR,1,chemical
1243,AIZR,RIMR,1,chemical
1244,AIZR,RIMR,1,chemical
1245,AIZR,AVEL,2,chemical
1246,AIZR,AIBL,2,chemical
1247,AINL,RMDVL,2,chemical
1248,AINL,SAAVL,2,chemical
1249,AINL,RMDVL,1,chemical
1250,AINL,SAAVL,1,chemical
1251,RIAR,RMDVR,1,chemical
1252,RIAR,RMDDL,1,chemical
1253,ALA,CEHDL,1,chemical
1254,ASJL,PVQL,1,chemical
1255,ASKR,ALA,1,chemical
1256,ALA,RMDR,1,chemical
1257,ALA,AVER,1,chemical
1258,CEHDL,SAAVL,4,chemical
1259,CEHDL,AFDL,4,chemical
1260,AQR,RIAL,1,chemical
1261,AQR,DROP-unk,1,chemical
1262,AQR,BAGR,3,chemical
1263,AQR,RIAL,3,chemical
1264,AQR,URXL,3,chemical
1265,ALA,AVER,1,chemical
1266,ALA,RMDR,1,chemical
1267,ALA,AVER,1,chemical
1268,SAAVL,AVAL,3,chemical
1269,SAAVL,RIMR,3,chemical
1270,SAAVL,RMFR,3,chemical
1271,SAAVL,RMFR,1,chemical
1272,SAAVL,RIMR,1,chemical
1273,SAAVL,AIBL,1,chemical
1274,ALA,RIAR,2,chemical
1275,PVCR,AVBL,4,chemical
1276,PVCR,RID,4,chemical
1277,PVCR,AVBR,4,chemical
1278,PVCR,RID,1,chemical
1279,PVCR,AVBR,1,chemical
1280,DVC,RIGR,3,chemical
1281,DVC,RIBR,3,chemical
1282,ALA,CEHDL,2,chemical
1283,ALA,AVEL,2,chemical
1284,SAAVL,AVAL,1,chemical
1285,DVC,RMFR,3,chemical
1286,DVC,RIGR,3,chemical
1287,DVA,URYDL,3,chemical
1288,DVA,AVEL,3,chemical
1289,DVA,AVEL,2,chemical
1290,DVA,AIZL,2,chemical
1292,RIS,RMEV,2,chemical
1293,RIS,RIBR,2,chemical
1294,RIS,SMDDR,2,chemical
1295,SMBVR,AVHL,1,chemical
1296,AUAR,RIBR,4,chemical
1297,AUAR,AVER,4,chemical
1298,ADFR,URXR,2,chemical
1299,ADFR,RIAR,2,chemical
1300,AUAR,RIAR,1,chemical
1301,AUAR,URXR,1,chemical
1302,AINL,ASIL,1,chemical
1303,AINL,RMFL,1,chemical
1304,URXR,RIPR,3,chemical
1305,URXR,ADLR,3,chemical
1306,URXR,AVBR,3,chemical
1307,URXR,RIFR,3,chemical
1308,ADLR,AVBR,1,chemical
1309,ADLR,URXR,1,chemical
1310,ADLR,RIPR,1,chemical
1311,AINL,ASIL,3,chemical
1312,URYVR,SIBVL,4,chemical
1313,URYVR,AVBL,4,chemical
1314,URYVR,SIBVR,4,chemical
1315,PVR,RIPL,1,chemical
1316,PVR,AVBL,1,chemical
1317,PVR,URADL,1,chemical
1318,PVR,AVBR,2,chemical
1319,PVR,AVJL,2,chemical
1320,PVR,URADL,1,chemical
1321,PVR,AVBR,1,chemical
1322,ASKR,AIAR,3,chemical
1323,PVQR,ASKR,1,chemical
1324,PVQR,AIAR,1,chemical
1325,PVQR,AIAR,1,chemical
1326,RIAR,RMDVR,2,chemical
1327,RIAR,RIVR,2,chemical
1328,RIAR,vBWML6,2,chemical
1329,RIAR,RMDVR,1,chemical
1330,RIAR,RIVR,1,chemical
1331,RIAL,RMDVR,1,chemical
1332,RIAL,RMDDL,1,chemical
1333,RIAL,RMDVR,1,chemical
1334,RIAL,RMDDL,1,chemical
1335,RMDVR,vBWML6,2,chemical
1336,RMDVR,RMDDL,2,chemical
1337,RMDVR,vBWML7,2,chemical
1338,RIAL,RMDVR,2,chemical
1339,RIAL,RMDDL,2,chemical
1340,RMDVR,vBWML6,3,chemical
1341,RMDVR,vBWML3,3,chemical
1342,RMDVR,RMDDL,3,chemical
1343,RIAL,RMDVR,3,chemical
1344,RIAL,RMDDL,3,chemical
1345,RIAL,RMDVR,6,chemical
1346,RIAL,RMDDL,6,chemical
1347,RIAL,RMDVR,4,chemical
1348,RIAL,RMDDL,4,chemical
1349,RMDVR,RMDDL,5,chemical
1350,RMDVR,vBWML2,5,chemical
1351,RMDVR,vBWML3,5,chemical
1352,RMDVR,vBWMR6,1,chemical
1353,RMDVR,vBWMR7,1,chemical
1354,RMDVL,vBWMR6,1,chemical
1355,RMDVL,RMDVR,1,chemical
1356,RMDVR,vBWMR6,1,chemical
1357,RMDVR,vBWMR7,1,chemical
1358,RMDVR,RMDDL,1,chemical
1359,RIAL,RMDDL,2,chemical
1360,RIAL,RMDVR,2,chemical
1361,RIAL,RMDDL,2,chemical
1362,RMDVR,vBWML4,1,chemical
1363,RMDVR,vBWML1,1,chemical
1364,RMDVR,vBWML5,1,chemical
1365,RIAL,RMDVR,4,chemical
1366,RIAL,RMDDL,4,chemical
1367,RMDVR,vBWML5,1,chemical
1368,RMDVR,RMDDL,1,chemical
1369,RIAL,RMDVR,2,chemical
1370,RIAL,RMDDL,2,chemical
1371,RMDVR,vBWML1,1,chemical
1372,RMDVR,RMDDL,1,chemical
1373,RMDVR,RMDDL,5,chemical
1374,RMDVR,vBWML1,5,chemical
1375,RMDVR,vBWML4,5,chemical
1376,RMDVR,dBWML3,5,chemical
1377,RIAR,RMDDL,1,chemical
1378,RIAR,RMDVR,1,chemical
1379,RIAR,RIAL,1,chemical
1380,RIAL,RMDVR,3,chemical
1381,RIAL,RMDDL,3,chemical
1382,RIAL,RMDVR,1,chemical
1383,RMDVR,vBWML4,1,chemical
1384,RMDVR,RMDDL,1,chemical
1385,IL1L,RMDDL,1,chemical
1386,IL1L,RMDVR,1,chemical
1387,IL1L,vBWML1,1,chemical
1388,IL1L,vBWML2,1,chemical
1389,RMDVR,RMDDL,1,chemical
1390,RMDVR,vBWML1,1,chemical
1391,IL1L,vBWML1,4,chemical
1392,IL1L,RMDDL,4,chemical
1393,RMDVR,IL1L,1,chemical
1394,IL1L,vBWML4,4,chemical
1395,IL1L,RMDVR,4,chemical
1396,IL1L,vBWML1,4,chemical
1397,DVC,RIVR,2,chemical
1398,DVC,RIBL,2,chemical
1399,DVC,RIGL,1,chemical
1400,DVC,RIGL,1,chemical
1401,DVC,RIGL,2,chemical
1402,DVC,RMFL,2,chemical
1403,RMDVR,vBWML4,1,chemical
1404,RMDVR,vBWML2,1,chemical
1405,RIBL,RIGL,1,chemical
1406,PVT,DVC,1,chemical
1407,URAVR,IL2VR,1,chemical
1408,URAVR,PVT,1,chemical
1409,RIAR,RMDDL,2,chemical
1410,RIAR,RMDVR,2,chemical
1411,DVC,RMFL,2,chemical
1412,DVC,RIGL,2,chemical
1413,RIAR,RMDDL,6,chemical
1414,RIAR,RMDVR,6,chemical
1415,RIAR,RMDDL,3,chemical
1416,RIAR,RMDVR,3,chemical
1417,RIAR,RMDVR,1,chemical
1418,RIAR,RMDDL,3,chemical
1419,RIAR,RMDVR,3,chemical
1420,RIAR,RMDVR,3,chemical
1421,RIAR,RMDDL,3,chemical
1422,RIAR,RMDVR,2,chemical
1423,RIAR,RMDDL,2,chemical
1424,RIAR,RMDDL,1,chemical
1425,RIAR,RMDVR,1,chemical
1426,RIAR,RMDVR,2,chemical
1427,RIAR,RMDDL,2,chemical
1428,RIAR,RMDVR,1,chemical
1429,RIAR,RMDDL,1,chemical
1430,RIAR,RMDDL,1,chemical
1431,RIAR,RMDL,2,chemical
1432,RIAR,RMDVR,2,chemical
1433,RIAR,RMDVR,1,chemical
1434,RIAR,RMDDL,1,chemical
1435,RIAR,RMDL,1,chemical
1436,RIAR,RMDVR,1,chemical
1437,RIAR,RMDL,1,chemical
1438,RIAR,RMDVR,1,chemical
1439,RMDDL,RMDVR,1,chemical
1440,RMDDL,RMHL,1,chemical
1441,RIAR,RMDDL,2,chemical
1442,RIAR,RMDVR,2,chemical
1443,RIAR,RMDDL,2,chemical
1444,RIAL,RMDL,2,chemical
1445,RIAL,RMDVR,2,chemical
1446,RIAL,RMDL,4,chemical
1447,RIAL,RMDVR,4,chemical
1448,RIAL,RMDVL,4,chemical
1449,RIAL,RMDVR,4,chemical
1450,RIAL,RMDL,4,chemical
1451,RMDDR,RMDVR,3,chemical
1452,RMDDR,dBWMR1,3,chemical
1453,RMDDR,dBWMR2,3,chemical
1454,RMDDL,RMDVR,1,chemical
1455,RMDDL,dBWMR1,1,chemical
1456,RMDDL,dBWMR2,1,chemical
1457,RMDDL,RMDVR,1,chemical
1458,RMDDL,dBWMR5,1,chemical
1459,RMDDL,RMDVR,9,chemical
1460,RMDDL,dBWMR5,9,chemical
1461,RMDDL,dBWMR4,9,chemical
1462,RMDDL,IL1R,9,chemical
1463,PVCR,AVBL,6,chemical
1464,PVCR,AVDL,6,chemical
1465,ADLR,AVDL,3,chemical
1466,ADLR,AIBR,3,chemical
1467,ASHR,AIAR,3,chemical
1468,ASHR,AVDL,3,chemical
1469,ADLR,AVDL,1,chemical
1470,ADLR,AIBR,1,chemical
1471,ADLR,AVDL,1,chemical
1472,ADLR,AVJL,2,chemical
1473,ADLR,AVDL,2,chemical
1474,ADLR,SMBVR,2,chemical
1475,ASHR,ADLR,1,chemical
1476,ASHR,AVDL,1,chemical
1477,ADLR,syn3,2,chemical
1478,ADLR,AVDL,2,chemical
1479,ASHR,syn3,1,chemical
1480,ASHR,AVDL,1,chemical
1481,ASHR,syn3,2,chemical
1482,ASHR,AVDL,2,chemical
1483,AVBR,AVDL,1,chemical
1484,AVBR,syn3,1,chemical
1485,PVCR,AVDL,6,chemical
1486,PVCR,AVER,6,chemical
1487,RMGR,AVBL,1,chemical
1488,RMGR,RMDVR,1,chemical
1489,RMGR,AVJL,1,chemical
1490,RMGR,AVBL,1,chemical
1491,PVPL,syn3,1,chemical
1492,PVPL,AVBR,1,chemical
1493,PVPL,PVCR,1,chemical
1494,PVPL,AVBR,1,chemical
1495,AQR,PVPL,2,chemical
1496,AQR,PVCR,2,chemical
1497,PVPL,PVCR,1,chemical
1498,PVPL,AVBL,1,chemical
1499,PVPL,PVCR,1,chemical
1500,PVPL,AVBL,1,chemical
1501,PVPL,AVBL,1,chemical
1502,PVPL,AVBL,1,chemical
1503,SIBDL,AQR,1,chemical
1504,SIBDL,PVPL,1,chemical
1505,PVCR,syn3,1,chemical
1506,RICL,ADAR,2,chemical
1507,RICL,AVAL,2,chemical
1508,RICL,SMDDR,2,chemical
1509,CEHVR,AVAL,1,chemical
1510,CEHVR,RIAR,1,chemical
1511,IL2VR,RIAR,1,chemical
1512,IL2VR,CEHVR,1,chemical
1513,IL2VR,AVAL,1,chemical
1514,URXR,AUAR,3,chemical
1515,URXR,RIAR,3,chemical
1516,RIR,RIAR,1,chemical
1517,RIR,URXR,1,chemical
1518,RIMR,AVAL,2,chemical
1519,RIMR,AIBL,2,chemical
1520,RICR,SMBDR,1,chemical
1521,RICR,AVAL,1,chemical
1522,AIBL,AVBL,2,chemical
1523,AIBL,RMFR,2,chemical
1524,RICR,AIBL,2,chemical
1525,RICR,AVAL,2,chemical
1526,AIBL,AVBL,2,chemical
1527,RICR,AVAL,3,chemical
